factor_id,factor_switch_score_pre40,factor_switch_score_pre20,mean_abs_Rdiff_pre40
f4859,20,10,1.0
f5055,20,12,4.3
f525,20,16,2.6375
f5297,20,6,2.925
f5569,20,12,1.5625
f5672,20,8,4.4
f6996,20,10,1.9125
f731,20,8,2.5
f7490,20,8,3.9125
f7698,20,6,2.5875
f7699,20,6,0.5
f7990,20,16,2.8375
f854,20,6,1.65
f862,20,8,4.675
f1037,19,11,7.3875
f143,19,16,4.225
f194,19,14,0.8125
f2685,19,14,3.725
f3365,19,4,4.35
f4665,19,4,3.875
f5169,19,11,1.425
f5481,19,9,2.5125
f5979,19,10,4.75
f5981,19,9,0.7125
f6471,19,6,4.0375
f7085,19,12,3.15
f7280,19,12,1.725
f7481,19,11,5.275
f7786,19,10,2.8125
f785,19,12,2.7125
f7992,19,11,3.65
f845,19,8,4.85
f899,19,7,2.4125
f1285,18,13,1.8
f1349,18,5,6.5875
f1531,18,4,4.4125
f1779,18,12,5.3
f2025,18,10,1.9875
f2050,18,12,2.0625
f2052,18,8,1.0
f2552,18,6,1.025
f2579,18,12,1.5125
f2599,18,6,6.6875
f2687,18,11,6.05
f2831,18,10,5.9875
f2839,18,14,3.875
f2859,18,10,4.625
f2890,18,13,2.1625
f2948,18,12,1.5375
f3142,18,8,2.7625
f3152,18,4,5.225
f3263,18,12,4.4875
f3350,18,10,2.7
f3548,18,12,3.15
f3642,18,12,1.7
f3650,18,10,3.1125
f3994,18,14,2.45
f4259,18,10,3.725
f4293,18,8,3.5625
f4350,18,10,2.125
f4680,18,8,0.8875
f4691,18,2,4.425
f4693,18,2,2.4
f4851,18,12,3.85
f4855,18,12,1.0
f4898,18,10,2.0875
f5051,18,10,2.0625
f5093,18,10,2.975
f522,18,16,2.525
f526,18,16,2.0375
f5293,18,4,2.5625
f5295,18,4,2.375
f5471,18,4,3.35
f5487,18,9,2.4375
f55100,18,12,3.425
f554,18,12,3.0
f5677,18,6,2.25
f5687,18,9,2.3875
f6185,18,12,3.05
f6265,18,4,0.9375
f6476,18,6,2.225
f6570,18,4,2.0625
f6994,18,13,3.5
f6997,18,10,1.575
f6998,18,10,2.575
f712,18,8,1.9875
f725,18,8,0.1125
f750,18,10,6.425
f7994,18,14,2.375
f836,18,10,2.5
f859,18,6,4.5875
f8592,18,13,1.625
f878,18,7,3.45
f9293,18,9,3.55
f9499,18,10,3.6875
f1094,17,11,2.4125
f1792,17,8,3.4125
f1879,17,14,6.8625
f1979,17,13,1.575
f2051,17,8,7.6125
f2089,17,8,4.8625
f2179,17,10,3.425
f2185,17,12,2.2625
f2590,17,9,1.775
f3685,17,12,1.775
f3965,17,8,3.8625
f4385,17,12,1.55
f5194,17,11,0.575
f5354,17,6,4.625
f546,17,8,2.35
f5491,17,7,6.6875
f5692,17,7,2.5875
f596,17,13,3.6
f5996,17,4,7.75
f6589,17,4,1.1125
f780,17,7,6.175
f792,17,7,4.2375
f8598,17,12,4.9875
f8599,17,12,2.5875
f9093,17,9,4.7625
f1053,16,6,3.7
f117,16,10,1.4375
f1252,16,4,3.0625
f1325,16,6,2.2375
f146,16,8,0.775
f155,16,12,3.35
f1723,16,12,3.0625
f20100,16,10,4.5
f2062,16,8,1.9375
f2346,16,10,4.7625
f2356,16,10,2.6625
f2396,16,10,3.0375
f2560,16,6,4.2625
f2677,16,10,1.0
f3169,16,7,2.6875
f3194,16,8,5.85
f3587,16,9,8.05
f3990,16,9,5.6125
f443,16,12,2.8375
f4591,16,6,4.0375
f5062,16,10,0.8125
f5064,16,10,3.6875
f5070,16,10,2.875
f52100,16,4,2.4
f5296,16,4,0.0625
f5397,16,6,5.3
f54100,16,10,6.375
f545,16,14,4.1
f556,16,10,2.0875
f559,16,12,3.125
f5693,16,4,6.225
f590,16,12,2.0375
f6069,16,9,5.375
f6171,16,4,2.925
f6194,16,10,0.15
f6479,16,12,3.1375
f6481,16,11,5.2375
f722,16,6,4.0125
f7286,16,10,0.075
f7478,16,6,2.0
f7494,16,10,4.0625
f777,16,6,1.95
f7996,16,10,4.2375
f8094,16,10,2.4
f90100,16,13,6.025
f96100,16,8,4.0125
f964,16,10,3.9375
f1017,15,8,2.85
f1091,15,6,3.7
f1217,15,8,3.125
f1328,15,11,4.1125
f2076,15,6,4.3625
f2965,15,4,4.2625
f3381,15,7,4.1875
f3542,15,8,1.925
f3565,15,4,4.8
f3981,15,11,3.375
f4289,15,11,3.8
f4681,15,5,1.4125
f47100,15,9,5.2875
f5292,15,5,4.325
f535,15,13,1.6375
f5398,15,6,2.2625
f551,15,13,3.5625
f6599,15,4,4.2625
f7680,15,4,1.5875
f7791,15,5,1.8875
f8191,15,5,2.5125
f8196,15,7,4.5875
f831,15,3,2.225
f1042,14,10,3.6875
f1052,14,4,3.35
f1120,14,8,6.35
f1162,14,8,1.125
f1163,14,8,4.55
f126,14,10,1.2875
f1272,14,10,1.5
f1277,14,7,0.1
f1342,14,8,4.0125
f1352,14,4,2.05
f154,14,8,5.8125
f1542,14,10,1.4
f1546,14,0,3.4
f1553,14,5,5.4625
f17,14,8,3.0
f1725,14,8,3.95
f1759,14,6,0.5125
f1786,14,8,0.6625
f1828,14,8,2.5
f1872,14,10,2.075
f1942,14,8,1.225
f2023,14,12,5.2125
f2042,14,8,5.3375
f2226,14,9,4.9375
f2345,14,10,2.0
f2389,14,10,2.5
f2528,14,8,6.3375
f2554,14,4,2.9375
f2693,14,6,5.15
f2833,14,8,3.6625
f2836,14,10,0.3875
f2845,14,8,2.95
f2851,14,8,3.95
f2896,14,8,2.4
f3154,14,6,5.375
f3374,14,6,3.975
f3377,14,6,2.3375
f3579,14,10,2.1875
f4264,14,8,2.225
f428,14,12,2.8375
f4291,14,6,5.15
f4372,14,10,4.925
f442,14,8,2.35
f460,14,10,0.6
f462,14,10,3.9
f464,14,10,0.6
f472,14,8,0.9625
f4752,14,4,2.15
f521,14,8,2.85
f5263,14,4,5.875
f5299,14,4,1.7375
f536,14,12,3.725
f5389,14,5,1.75
f589,14,12,5.675
f595,14,12,4.425
f5969,14,7,4.2625
f6169,14,9,1.8375
f6274,14,6,2.5
f6379,14,10,3.4125
f6990,14,8,3.8125
f7071,14,4,1.275
f7792,14,8,3.95
f793,14,4,0.625
f8186,14,8,3.3375
f8197,14,9,4.8375
f822,14,6,2.5
f1160,13,8,4.2625
f1281,13,7,3.425
f1763,13,6,3.825
f1877,13,7,1.175
f2639,13,10,4.3875
f2835,13,8,3.7625
f3581,13,7,5.225
f45,13,8,2.475
f4781,13,7,3.65
f511,13,8,3.4875
f519,13,10,1.0125
f5361,13,5,4.3375
f5395,13,5,0.6625
f5681,13,5,4.0375
f6992,13,8,1.0875
f7798,13,5,1.775
f79100,13,8,5.525
f8194,13,9,2.6625
f1046,12,2,2.3375
f1077,12,6,0.9375
f110,12,8,3.7125
f1112,12,6,8.175
f1118,12,6,5.4875
f1377,12,6,3.6375
f1523,12,10,1.9125
f1559,12,4,2.5
f1570,12,2,4.7875
f1746,12,4,1.0
f1831,12,6,3.9
f1891,12,4,1.05
f2028,12,8,1.5625
f2039,12,10,1.5125
f2061,12,6,2.075
f2063,12,6,5.4375
f2094,12,12,1.0
f2097,12,6,2.2
f2128,12,8,2.875
f2174,12,6,3.0375
f2233,12,4,2.9625
f2364,12,10,5.3
f2380,12,10,1.95
f2547,12,6,1.0375
f2586,12,8,1.575
f2595,12,6,3.6625
f2864,12,8,3.025
f2880,12,8,4.9625
f2889,12,8,4.7125
f4262,12,6,3.7875
f4280,12,6,4.7125
f4298,12,6,3.025
f433,12,8,4.2375
f4772,12,8,3.925
f5177,12,6,2.5
f562,12,10,2.425
f5674,12,6,7.7375
f57,12,8,3.15
f6077,12,6,2.5
f6093,12,6,6.6375
f63100,12,6,3.9
f6374,12,6,1.0375
f6980,12,7,6.7
f6989,12,7,4.825
f6995,12,7,5.525
f7289,12,8,2.625
f7480,12,6,4.575
f7795,12,6,3.875
f7797,12,6,1.4375
f7799,12,6,5.8125
f8091,12,4,3.925
f9495,12,8,4.9
f1039,11,10,2.5875
f1292,11,7,4.825
f2892,11,7,1.0875
f4376,11,4,2.1875
f4777,11,5,2.25
f5593,11,5,2.825
f561,11,8,3.7875
f6292,11,5,6.7125
f6465,11,4,2.675
f76100,11,4,1.7625
f7780,11,5,4.1625
f8081,11,5,2.3875
f8192,11,6,4.525
f1028,10,6,5.7875
f1235,10,7,6.725
f1259,10,4,1.5875
f1386,10,8,5.8
f1578,10,4,5.3125
f1726,10,8,1.5
f1790,10,6,0.5
f1793,10,4,2.5
f199,10,6,6.3875
f2142,10,6,8.525
f2193,10,4,2.3875
f2843,10,6,3.3125
f2854,10,6,7.325
f2899,10,6,3.5875
f2974,10,6,3.4
f3139,10,6,0.525
f3161,10,4,2.975
f3574,10,6,4.375
f3956,10,6,4.0
f3959,10,6,1.5375
f3978,10,8,3.9125
f446,10,4,3.0
f4579,10,8,6.725
f4654,10,0,3.5
f4670,10,0,5.275
f518,10,8,1.6375
f5459,10,2,1.575
f5581,10,6,2.425
f5691,10,0,1.475
f597,10,8,4.8125
f5991,10,0,0.075
f5993,10,2,2.0125
f6091,10,2,3.95
f6291,10,2,2.4625
f772,10,4,2.65
f7899,10,4,2.6
f7989,10,8,5.775
f8691,10,2,1.525
f8993,10,4,4.8375
f9096,10,6,2.925
f9199,10,2,3.9125
f9397,10,4,4.2875
f9399,10,4,1.1625
f97100,10,6,1.4875
f1022,9,5,4.85
f1322,9,5,5.875
f1339,9,8,2.4875
f1581,9,5,1.975
f1981,9,5,2.95
f1986,9,7,5.1625
f2126,9,5,7.7875
f2186,9,4,5.3875
f2272,9,5,4.975
f3346,9,0,2.0125
f3945,9,8,3.3375
f3980,9,8,3.0375
f4381,9,5,2.95
f4577,9,5,1.6
f5594,9,9,4.475
f598,9,6,1.7
f5992,9,3,5.85
f6081,9,5,2.05
f6281,9,5,5.375
f6595,9,2,5.7125
f7081,9,5,2.95
f7890,9,5,3.3375
f10100,8,4,2.0
f1231,8,2,1.4875
f1274,8,4,1.1875
f1298,8,6,2.1
f1394,8,8,2.525
f1518,8,4,4.975
f1731,8,2,3.4625
f1789,8,4,1.4875
f1794,8,6,2.5375
f1795,8,4,3.025
f1856,8,2,2.9375
f1892,8,4,4.4
f2022,8,4,2.0
f2056,8,4,2.475
f2059,8,4,4.0
f2091,8,2,2.025
f2256,8,0,1.0
f2546,8,2,0.675
f2555,8,6,3.0125
f2556,8,2,2.475
f2594,8,6,3.9125
f2643,8,4,4.9625
f28100,8,6,3.525
f2993,8,2,3.925
f3156,8,0,6.85
f3359,8,2,1.975
f3590,8,5,4.3125
f3691,8,0,3.025
f3943,8,8,2.9375
f4794,8,8,4.45
f5186,8,6,6.175
f5456,8,0,1.0
f5486,8,2,0.05
f5689,8,0,4.3625
f5696,8,0,2.5125
f6094,8,8,0.5
f6290,8,6,4.525
f6294,8,8,2.475
f729,8,4,5.25
f751,8,4,2.4625
f778,8,2,5.4
f8093,8,2,2.9625
f1390,7,5,7.2625
f2246,7,1,8.4
f3955,7,7,1.975
f4590,7,5,5.775
f4592,7,3,6.7625
f46100,7,0,5.9625
f4786,7,4,2.9125
f547,7,4,2.15
f5559,7,3,4.9125
f5586,7,5,2.275
f5590,7,5,1.525
f5591,7,1,1.0125
f6177,7,3,7.2875
f7278,7,4,6.3625
f1026,6,4,3.95
f1262,6,4,4.95
f1290,6,2,3.9
f1291,6,0,3.55
f1331,6,2,5.025
f1354,6,2,3.425
f1529,6,2,3.475
f1591,6,0,3.5625
f1599,6,2,4.325
f17100,6,2,4.45
f1720,6,4,4.5
f1733,6,2,2.9875
f1796,6,2,2.4875
f18100,6,4,4.0
f1821,6,2,6.8875
f1854,6,2,4.025
f1861,6,2,4.4
f1896,6,2,4.95
f1943,6,4,6.4
f1959,6,2,2.1125
f1991,6,0,3.95
f2154,6,2,5.45
f2191,6,0,1.525
f2231,6,0,1.5
f2296,6,0,3.975
f2592,6,4,3.0375
f2596,6,2,1.6125
f2690,6,5,1.575
f3133,6,0,2.05
f3155,6,2,1.475
f3196,6,0,3.55
f3398,6,2,6.375
f3646,6,0,0.5625
f3694,6,6,2.0125
f3947,6,6,2.025
f3960,6,6,4.9
f3963,6,6,3.05
f3989,6,6,4.425
f3992,6,6,5.825
f439,6,6,1.075
f4396,6,2,4.45
f4556,6,0,2.475
f4647,6,0,2.475
f4690,6,1,6.8375
f4754,6,2,5.95
f5159,6,2,5.1375
f5455,6,2,3.0
f5478,6,0,3.5
f5659,6,0,3.4875
f5699,6,0,1.575
f5970,6,2,2.5625
f5989,6,2,3.9875
f5997,6,2,1.5125
f6086,6,4,0.9375
f6092,6,5,3.925
f6286,6,4,0.8625
f6472,6,4,4.2
f6491,6,0,0.9875
f7295,6,4,1.15
f7297,6,4,6.0125
f770,6,2,3.05
f80100,6,4,1.5
f8086,6,4,7.1375
f8692,6,4,1.05
f9195,6,0,3.0625
f9197,6,0,5.0
f9496,6,4,4.0
f9498,6,6,4.0125
f1061,5,4,5.375
f1886,5,2,6.9875
f2578,5,2,4.475
f2635,5,4,4.4375
f2695,5,5,6.4125
f3554,5,0,3.4875
f3570,5,0,7.3875
f4678,5,0,3.025
f9097,5,3,3.0
f1018,4,4,1.5
f1033,4,2,3.95
f1036,4,4,2.5
f1060,4,4,4.925
f1078,4,2,3.4625
f1090,4,3,3.05
f1093,4,0,2.5
f1220,4,4,3.0
f1256,4,0,3.55
f1270,4,2,1.075
f1318,4,4,0.525
f1391,4,0,2.95
f1520,4,4,1.0125
f1522,4,0,1.0125
f1556,4,0,2.9625
f1735,4,2,5.4625
f1743,4,2,4.075
f1761,4,2,1.9625
f1762,4,2,2.5375
f1780,4,2,1.55
f1825,4,2,2.175
f1826,4,4,2.95
f1931,4,0,3.55
f1990,4,3,2.525
f1994,4,4,3.0125
f2033,4,2,4.0125
f2054,4,2,2.975
f2133,4,0,0.0625
f2194,4,4,1.9875
f2245,4,0,3.5375
f2255,4,2,4.4875
f2261,4,0,2.9875
f2264,4,0,3.5125
f2278,4,1,6.425
f2290,4,1,1.0
f2543,4,2,6.5
f2545,4,2,2.4
f2561,4,2,2.9
f2562,4,2,2.025
f2659,4,2,3.4375
f2699,4,4,4.9375
f2954,4,0,1.0
f2986,4,2,2.7625
f2994,4,4,3.0125
f31100,4,0,4.0125
f3136,4,0,2.4375
f3160,4,0,4.05
f3163,4,0,2.5
f3164,4,0,6.9125
f3170,4,0,3.5
f3180,4,0,4.0
f3189,4,0,3.05
f3197,4,0,1.5
f3556,4,0,4.4875
f3594,4,4,2.0125
f3670,4,2,6.925
f3678,4,2,5.0125
f3962,4,4,1.15
f420,4,4,5.5
f421,4,0,3.0
f431,4,0,3.0
f4370,4,2,3.9625
f4389,4,2,6.4625
f4390,4,3,0.575
f4399,4,2,0.5875
f447,4,4,3.0
f454,4,2,6.475
f4562,4,2,6.9625
f4595,4,2,6.9625
f4699,4,0,1.075
f5460,4,0,1.5375
f5462,4,0,0.5
f5480,4,0,3.95
f5493,4,0,2.975
f5495,4,0,4.0
f5663,4,0,2.5125
f5664,4,0,2.5375
f5680,4,0,3.9625
f6293,4,0,1.0125
f6393,4,0,2.45
f7086,4,2,4.425
f710,4,4,2.5
f747,4,0,2.4875
f749,4,2,6.975
f764,4,2,1.0125
f7889,4,2,4.4375
f7897,4,2,4.1125
f8990,4,3,1.55
f8994,4,4,3.4875
f9095,4,2,1.85
f9398,4,0,3.45
f2263,3,1,3.9625
f3536,3,2,4.4125
f3592,3,2,2.4875
f3596,3,0,3.4875
f3597,3,0,6.9875
f455,3,3,3.0
f6490,3,2,4.925
f9099,3,2,4.85
f1092,2,2,2.025
f1097,2,2,5.5
f1099,2,2,2.4875
f1254,2,0,0.975
f1293,2,0,3.95
f1296,2,0,1.0125
f1321,2,0,2.0125
f1343,2,2,2.5
f1359,2,0,1.0125
f1370,2,2,3.975
f1395,2,2,5.4625
f1554,2,0,3.025
f1820,2,2,3.0
f1851,2,2,5.9875
f1859,2,0,7.9375
f1870,2,2,5.475
f1880,2,2,2.475
f1961,2,0,4.475
f1992,2,2,4.45
f2043,2,2,4.5
f2129,2,0,4.0125
f2145,2,0,5.4625
f2163,2,0,3.9875
f2164,2,0,6.0
f2195,2,0,6.425
f2199,2,0,3.5625
f2243,2,0,2.0125
f2247,2,0,2.0125
f2262,2,0,1.5125
f2289,2,0,2.9875
f2660,2,2,1.5
f2670,2,2,2.5
f2698,2,2,0.5
f2933,2,0,1.9875
f2936,2,2,2.55
f2961,2,0,5.0
f2978,2,0,0.5
f2992,2,2,2.5
f2996,2,0,4.4875
f3336,2,0,4.4875
f3345,2,0,1.5625
f3347,2,0,4.975
f3360,2,0,0.9875
f3361,2,0,2.0
f3362,2,0,1.9875
f3370,2,0,6.4375
f3389,2,0,2.95
f3397,2,0,3.4625
f3399,2,0,4.525
f3647,2,2,2.975
f3693,2,0,5.95
f435,2,0,4.4375
f4354,2,0,2.475
f4380,2,2,2.9875
f451,2,2,3.0
f4555,2,2,3.475
f4559,2,0,3.4625
f4578,2,0,3.0125
f4593,2,0,5.95
f461,2,2,0.0
f4760,2,2,3.5
f4792,2,2,1.9625
f4796,2,0,0.5
f480,2,2,2.0
f489,2,2,3.5
f5161,2,0,6.5
f5195,2,0,5.9875
f5499,2,0,2.025
f5589,2,2,2.4625
f59100,2,0,3.0125
f6078,2,0,2.0
f6095,2,2,4.0
f6096,2,0,6.425
f6099,2,2,4.4875
f6163,2,0,5.4625
f6178,2,0,2.5
f6192,2,2,3.975
f6196,2,0,2.0
f6296,2,0,3.525
f6395,2,0,3.5
f6492,2,2,1.9875
f6496,2,0,4.45
f7096,2,0,0.5875
f715,2,0,1.9875
f799,2,0,1.5125
f8092,2,2,4.0
f8992,2,2,2.0125
f8996,2,0,1.5125
f9295,2,2,2.975
f9298,2,2,3.0125
f9596,2,0,7.3875
f9698,2,0,5.0
f9699,2,0,2.9625
f1878,1,0,4.5
f1955,1,1,0.9875
f2192,1,1,5.0
f2955,1,1,2.5
f3561,1,0,2.5
f3595,1,0,2.975
f3599,1,0,6.9375
f3655,1,1,7.4125
f4378,1,0,1.975
f5155,1,1,3.9625
f5562,1,1,2.0
f5564,1,1,7.4125
f5570,1,1,3.0
f5595,1,1,2.5
f5597,1,1,2.0
f7880,1,0,3.975
f1012,0,0,2.5
f1019,0,0,5.5
f1029,0,0,3.5
f1035,0,0,5.5
f1045,0,0,1.0
f1047,0,0,2.5
f1051,0,0,0.0
f1062,0,0,5.0
f1063,0,0,2.0
f1095,0,0,1.5
f1098,0,0,1.0
f1221,0,0,0.5
f1229,0,0,3.5
f1247,0,0,5.0
f1251,0,0,3.0
f1261,0,0,1.0
f1264,0,0,2.0
f1289,0,0,1.5
f13100,0,0,1.5
f1345,0,0,1.0
f1351,0,0,0.5
f1360,0,0,2.0
f1361,0,0,1.0
f1363,0,0,3.5
f1389,0,0,2.5
f1398,0,0,3.5
f1399,0,0,0.5
f1551,0,0,2.5
f1598,0,0,2.5
f1860,0,0,2.5
f1862,0,0,2.0
f1864,0,0,3.5
f1898,0,0,3.0
f1899,0,0,3.5
f1936,0,0,3.5
f1945,0,0,3.5
f1947,0,0,4.0
f1951,0,0,3.0
f1960,0,0,2.5
f1964,0,0,1.0
f1970,0,0,1.0
f1980,0,0,2.5
f1997,0,0,3.5
f1999,0,0,5.0
f2135,0,0,1.5
f2143,0,0,4.5
f2151,0,0,3.5
f2161,0,0,3.5
f2197,0,0,4.0
f2198,0,0,3.5
f2943,0,0,0.0
f2951,0,0,1.5
f2960,0,0,0.0
f2962,0,0,2.5
f2970,0,0,2.0
f2980,0,0,5.5
f2997,0,0,2.0
f2999,0,0,0.5
f3580,0,0,1.0
f3643,0,0,4.5
f3662,0,0,1.0
f3680,0,0,3.5
f3689,0,0,4.0
f3695,0,0,0.5
f418,0,0,1.975
f4351,0,0,3.0
f4364,0,0,2.0
f4397,0,0,3.5
f4551,0,0,5.0
f4560,0,0,1.5
f4561,0,0,0.5
f4599,0,0,3.5
f4751,0,0,3.0
f4762,0,0,3.5
f4763,0,0,4.0
f4764,0,0,4.5
f4780,0,0,5.0
f4789,0,0,3.0
f4795,0,0,4.5
f4798,0,0,3.0
f4799,0,0,2.5
f5160,0,0,2.5
f5162,0,0,0.5
f5163,0,0,6.0
f5164,0,0,2.0
f5170,0,0,5.5
f5197,0,0,2.0
f6062,0,0,2.0
f6064,0,0,4.0
f6080,0,0,0.5
f6098,0,0,3.0
f6162,0,0,4.5
f6180,0,0,3.0
f6198,0,0,3.5
f62100,0,0,3.5
f6263,0,0,3.0
f6264,0,0,2.0
f6270,0,0,3.0
f6289,0,0,3.5
f6297,0,0,1.5
f6299,0,0,3.0
f6364,0,0,3.0
f6389,0,0,3.0
f6398,0,0,5.0
f6495,0,0,4.5
f6497,0,0,3.5
f6499,0,0,1.0
f7089,0,0,0.5
f7095,0,0,5.0
f7099,0,0,2.0
f720,0,0,3.0125
f736,0,0,2.9875
f761,0,0,1.5
f762,0,0,3.9875
f8095,0,0,2.0
f8098,0,0,5.5
f8099,0,0,4.5
f9598,0,0,4.5
f9599,0,0,8.5
f9799,0,0,3.5
f9899,0,0,2.0
